description,predicted_category,industry,country,expected_pricing,marketing_budget,team_size,founder_experience,competition_level,expected_investment,success_score,success_label,revenue_y1,revenue_y2,revenue_y3,funding_readiness
A innovative gamified flight ticket search engine tracking lowest airline prices. utilizing modern tech.,Travel,6,4,241.0,29411.0,6,13,0,462329.0,64.74747347498645,1,281400.7318098019,419571.1738911081,730079.8620919649,High
A user-friendly peer-to-peer campervan and rv rental marketplace for road trips. utilizing modern tech.,Travel,6,0,437.0,129802.0,4,5,0,114196.0,68.68942112176188,1,203547.31857841497,265032.2402827452,380515.80850530264,Medium
A cloud-based saas platform for hosting and managing esports tournaments online. utilizing modern tech.,Gaming,7,1,265.0,56278.0,20,15,1,484794.0,78.39864219953942,1,566851.6509426639,898611.2349145438,1621567.0710282954,High
A fully-automated automated personal budgeting app that tracks expenses and recommends investment portfolios. utilizing modern tech.,FinTech,2,2,345.0,100816.0,8,15,0,327628.0,76.41633611983548,1,428626.5956528738,695177.1922696375,1239978.6265687405,High
A innovative decentralized micro-lending platform for small business owners in developing nations. utilizing modern tech.,FinTech,2,4,109.0,55904.0,14,13,2,350807.0,73.87261875594686,1,532341.6281572828,769192.1182395535,1260008.1984513213,High
A next-generation computer vision safety monitoring for industrial construction sites. utilizing modern tech.,AI,3,1,31.0,126836.0,19,6,1,179597.0,87.93572582378827,1,604208.8247934288,746107.182349513,1054519.1683639584,Medium
A user-friendly interactive school platform for students to practice mathematics and physics online. utilizing modern tech.,EdTech,0,4,230.0,8148.0,2,0,2,348902.0,28.49678774253872,0,174390.45350269575,191930.70295476224,219247.54916688905,Low
A fully-automated decentralized micro-lending platform for small business owners in developing nations. utilizing modern tech.,FinTech,2,2,90.0,11483.0,6,13,2,296439.0,43.31201740448043,0,216784.56786011424,319392.3116513847,544933.1005178988,High
A next-generation multiplayer cloud gaming network streaming games directly to smart tvs. utilizing modern tech.,Gaming,7,2,230.0,1560.0,6,8,2,294013.0,65.7687191680028,1,200564.45049771253,249637.0598241444,364382.08929458325,High
A cloud-based automated dropshipping software tool for shopify store operators. utilizing modern tech.,E-commerce,4,1,429.0,19815.0,4,5,0,213045.0,60.417918501739784,1,143613.60972696368,195407.05571717085,276174.40088800713,Medium
A cloud-based computer vision safety monitoring for industrial construction sites. utilizing modern tech.,AI,3,0,328.0,27629.0,19,2,0,72713.0,74.11200033576422,1,400061.37779310916,479753.36465936375,587194.2340076293,Medium
A user-friendly online education platform for children learning to code and build websites. utilizing modern tech.,EdTech,0,4,10.0,61708.0,4,15,0,29358.0,76.81089388978235,1,142289.41057639604,221081.96738310705,405566.59057842026,High
A fully-automated peer-to-peer crypto invoice discounting and credit scoring application. utilizing modern tech.,FinTech,2,0,308.0,8393.0,16,9,0,216582.0,75.32135540691434,1,355704.1417999666,482226.4663527804,743225.1628425856,High
A fully-automated custom print-on-demand platform for independent artists and creators. utilizing modern tech.,E-commerce,4,1,394.0,59039.0,18,12,0,351358.0,76.48401745203076,1,551714.1091476962,864384.2915160983,1398376.1841642878,High
A next-generation online education platform for children learning to code and build websites. utilizing modern tech.,EdTech,0,4,308.0,9130.0,18,7,1,389722.0,67.31519296404429,1,394813.6688616485,508032.43293842504,721554.4850629019,High
A user-friendly vertical farming startup growing pesticide-free leafy greens in urban centers. utilizing modern tech.,Agriculture,5,2,460.0,142570.0,17,11,2,263967.0,72.04633596564008,1,398209.92321441066,550072.2381153132,843228.9408072018,High
A innovative ai itinerary planner generating custom travel guides based on user interests. utilizing modern tech.,Travel,6,2,448.0,131959.0,17,10,2,174600.0,69.13019391409223,1,365443.68889409595,508233.84554548113,775543.8986234219,Medium
A next-generation mental health counseling chatbot providing cbt exercises and mood tracking. utilizing modern tech.,HealthTech,1,1,398.0,8458.0,9,8,2,407037.0,45.97734334578776,0,301671.91394058306,393645.5990744888,580797.6936751894,High
A next-generation biodegradable alternative packaging material made from seaweed fibers. utilizing modern tech.,Other,8,5,477.0,24320.0,12,13,1,35672.0,87.34307944902535,1,152157.84539921765,223794.78761722706,385302.9903673312,High
A innovative virtual reality simulations for science lab experiments in universities. utilizing modern tech.,EdTech,0,2,83.0,44860.0,1,1,2,335003.0,23.77230946447729,0,238610.3938917875,250540.9135863769,309481.44650084805,Low
A fully-automated decentralized micro-lending platform for small business owners in developing nations. utilizing modern tech.,FinTech,2,4,193.0,123586.0,13,2,0,260890.0,71.13914516854848,1,549166.0800123191,620691.5217158176,827390.9007778199,Medium
A next-generation direct-to-consumer sustainable clothing marketplace matching local designers. utilizing modern tech.,E-commerce,4,5,326.0,22827.0,20,1,1,85364.0,48.76869490828418,0,302733.56298463437,364534.94386641256,461325.8623315942,Low
A user-friendly vertical farming startup growing pesticide-free leafy greens in urban centers. utilizing modern tech.,Agriculture,5,5,462.0,90132.0,7,5,0,127622.0,76.14738040104552,1,258965.7620453758,323836.26464826573,469514.3771665713,Medium
A next-generation drone spectral analysis for early crop disease and weed identification. utilizing modern tech.,Agriculture,5,2,339.0,136877.0,2,0,2,257047.0,21.357912530707658,0,243699.56831530662,267724.65484519064,294497.1203297097,Low
A cloud-based peer-to-peer crypto invoice discounting and credit scoring application. utilizing modern tech.,FinTech,2,3,64.0,29715.0,12,4,1,199648.0,61.028204531087084,1,305070.35780282144,367240.8575088538,456415.74662729254,Medium
A next-generation community coworking space with integrated child daycare and support. utilizing modern tech.,Other,8,4,389.0,86077.0,6,10,2,441954.0,52.11775234273986,1,233217.668808353,311185.7207536559,448364.0055891269,High
A next-generation computer vision safety monitoring for industrial construction sites. utilizing modern tech.,AI,3,1,357.0,71495.0,8,6,0,95912.0,72.11547543180649,1,290617.65820908104,386558.3382286265,565168.3785691013,Medium
A innovative mental health counseling chatbot providing cbt exercises and mood tracking. utilizing modern tech.,HealthTech,1,3,134.0,142211.0,7,5,1,479828.0,56.85374469597007,1,619951.9052588535,779268.9253192398,1042606.3145363992,High
A innovative ai-driven automated feed system for livestock and poultry farms. utilizing modern tech.,Agriculture,5,4,449.0,22099.0,17,2,0,388368.0,62.60329176716619,1,276999.81762971403,356338.77221478947,453390.03637081146,High
A scalable natural language processing api for summarizing legal documents and contracts. utilizing modern tech.,AI,3,4,497.0,118606.0,9,8,1,240831.0,73.1597478908057,1,383521.1966858141,585569.3807535402,860690.184695209,High
A innovative fitness tracker and personalized nutrition planner using biological metrics. utilizing modern tech.,HealthTech,1,2,182.0,36068.0,6,6,0,395077.0,51.83538758311392,1,284707.13183164876,385821.22445993806,583644.8940643962,High
A scalable mobile app containing courses and lectures on language learning with active ai tutoring. utilizing modern tech.,EdTech,0,1,339.0,29182.0,14,10,0,467824.0,78.65420778778144,1,456333.13990875747,640161.2024217519,1098016.924252936,High
A innovative saas platform for hosting and managing esports tournaments online. utilizing modern tech.,Gaming,7,1,102.0,115538.0,2,14,1,202995.0,75.43474498155489,1,246623.84385790295,386881.9580357619,641773.9965422953,High
A innovative online education platform for children learning to code and build websites. utilizing modern tech.,EdTech,0,4,402.0,136862.0,6,6,2,240343.0,52.584345742192795,1,347549.3162446435,424368.4350020941,555196.5551261138,Medium
A cloud-based mobile strategy game combining base building and real-time defense. utilizing modern tech.,Gaming,7,5,170.0,62925.0,10,2,2,389409.0,37.152294145200415,0,374884.4498593478,393628.67235231516,465396.115425439,Medium
A innovative mobile strategy game combining base building and real-time defense. utilizing modern tech.,Gaming,7,0,231.0,93901.0,15,4,2,95050.0,64.97060543089223,1,366917.3451441928,427128.5528654922,555368.0746569211,Low
A cloud-based ai-powered medical imaging diagnostics tool for early cancer detection. utilizing modern tech.,HealthTech,1,0,285.0,113100.0,1,14,0,246437.0,82.07244159264627,1,276478.77224943944,433550.9621121636,738155.3669508065,High
A user-friendly digital classroom software for teachers to manage student homework and online tests. utilizing modern tech.,EdTech,0,2,169.0,57442.0,10,14,1,58436.0,94.56691829332033,1,245115.68307768827,384220.7529731884,639057.9456297632,High
A cloud-based biodegradable alternative packaging material made from seaweed fibers. utilizing modern tech.,Other,8,4,466.0,8839.0,5,15,0,289929.0,67.90428746102893,1,126865.48049887977,198075.43160856198,343323.50083783566,High
A scalable generative ai tool for automated copywriting and content creation for social media. utilizing modern tech.,AI,3,2,354.0,11462.0,4,14,0,321766.0,73.68871953028896,1,250686.88961894996,383646.7351759958,676438.2266939107,High
A cloud-based saas booking management platform for local boutique hotels and tour guides. utilizing modern tech.,Travel,6,5,336.0,93804.0,12,13,2,465723.0,72.24498075745208,1,445071.1108836738,618463.8683904741,1022768.8553917452,High
A user-friendly natural language processing api for summarizing legal documents and contracts. utilizing modern tech.,AI,3,2,334.0,85520.0,9,5,2,98040.0,63.469118020015415,1,409778.7666412923,480150.93659612426,649213.0699142098,Low
A cloud-based peer-to-peer campervan and rv rental marketplace for road trips. utilizing modern tech.,Travel,6,0,405.0,10517.0,15,8,0,215621.0,100.0,1,265330.09388894786,362788.4700110648,563668.553349059,High
A next-generation decentralized micro-lending platform for small business owners in developing nations. utilizing modern tech.,FinTech,2,0,34.0,53683.0,13,1,0,173557.0,52.295197575528775,1,383590.19829596265,476763.5759456309,618275.3124417028,Medium
A cloud-based generative ai tool for automated copywriting and content creation for social media. utilizing modern tech.,AI,3,5,217.0,108736.0,11,1,1,362967.0,45.65232464353506,0,621994.7205761395,720496.0296261737,928423.2310141592,Medium
A fully-automated marketplace connecting smallholder farmers directly to wholesale crop buyers. utilizing modern tech.,Agriculture,5,2,413.0,34877.0,11,9,0,267964.0,87.61463032028598,1,255619.20768693933,376507.2326201468,570849.6638279699,High
A scalable virtual reality simulations for science lab experiments in universities. utilizing modern tech.,EdTech,0,3,439.0,78979.0,5,4,0,411932.0,46.27656008279237,0,322167.51424464374,427776.38896770874,577842.5158806065,High
A next-generation digital classroom software for teachers to manage student homework and online tests. utilizing modern tech.,EdTech,0,2,371.0,75429.0,12,10,1,89715.0,96.37929875333799,1,327461.3059833306,449875.52202914766,670808.2905010763,High
A cloud-based direct-to-consumer sustainable clothing marketplace matching local designers. utilizing modern tech.,E-commerce,4,2,376.0,39840.0,19,1,0,152665.0,50.8826615826225,1,398869.2865314312,444765.5119284434,534104.5638394236,Low
A scalable community coworking space with integrated child daycare and support. utilizing modern tech.,Other,8,0,20.0,142055.0,15,7,1,200020.0,92.84367645474936,1,323894.6577183971,419227.67192167265,631630.0393571152,High
A scalable local services app matching certified electricians and handymen. utilizing modern tech.,Other,8,1,283.0,74008.0,2,2,0,52946.0,51.92638060479344,1,102843.50157127363,123898.74193022671,161000.28237803304,Low
A scalable luggage shipping and storage network for frequent business travelers. utilizing modern tech.,Travel,6,2,449.0,62873.0,15,13,1,169482.0,83.69573040257232,1,308306.47427242453,435332.3046859138,757097.7196462825,High
A innovative marketplace connecting smallholder farmers directly to wholesale crop buyers. utilizing modern tech.,Agriculture,5,5,97.0,142027.0,10,14,2,242696.0,71.14116852263787,1,320551.63592009945,456382.203436371,791993.9285293876,High
A innovative drone spectral analysis for early crop disease and weed identification. utilizing modern tech.,Agriculture,5,5,390.0,132216.0,14,9,0,312817.0,83.3741369247475,1,433442.7997361358,611463.8495602716,993322.6248164992,High
A user-friendly gamified flight ticket search engine tracking lowest airline prices. utilizing modern tech.,Travel,6,2,447.0,92174.0,4,0,0,229760.0,52.97673897690061,1,246584.9761042999,280122.60947623645,308134.87042386015,Medium
A fully-automated saas platform for hosting and managing esports tournaments online. utilizing modern tech.,Gaming,7,3,341.0,126182.0,8,5,0,178378.0,83.26961605388846,1,373609.69294463785,492141.8647659562,670494.8738470356,High
